"Gene","Treatment_Stage","mean","std","n","se","DDCtTwoP",".fitted",".resid",".hat",".sigma",".cooksd",".std.resid","Target_Antibiotic"
"IS1247_2","E",25.1939605614896,1.48713984062664,3,0.858600587308406,25.1066911326961,25.1943349838257,-0.0876438511295916,0.333333333333336,638867612695.857,1.45861571268496e-28,-1.67348204900892e-13,"MGE"
"IS1247_2","E",25.1939605614896,1.48713984062664,3,0.858600587308406,26.7228134217079,25.1943349838257,1.52847843788221,0.333333333333333,638867612695.857,4.49950150649759e-26,2.93922487953463e-12,"MGE"
"IS1247_2","E",25.1939605614896,1.48713984062664,3,0.858600587308406,23.7523771300648,25.1943349838257,-1.44195785376087,0.333333333333333,638867612695.857,4.00183681906456e-26,-2.77191751186863e-12,"MGE"
"IS1247_2","F",15.4166031940095,1.74529131143434,3,1.00764440847093,16.7954669379691,15.4166286885738,1.37883824939524,0.333333333333338,141277924847.552,6.90580677330498e-25,1.19850231908303e-11,"MGE"
"IS1247_2","F",15.4166031940095,1.74529131143434,3,1.00764440847093,16,15.4166286885738,0.583371311426163,0.333333333333331,141277924847.552,1.23689315617102e-25,5.07221624621404e-12,"MGE"
"IS1247_2","F",15.4166031940095,1.74529131143434,3,1.00764440847093,13.4543426440594,15.4166286885738,-1.96228604451439,0.333333333333331,141277924847.552,1.39854979320175e-24,-1.70557426395325e-11,"MGE"
"IS1247_2","G",84.2375240463345,9.90485844302284,3,5.71857268836437,78.2489777722925,84.2377367019653,-5.9887589296728,0.333333333333332,52501783413.3456,9.08221352137045e-23,-1.40062775947645e-10,"MGE"
"IS1247_2","G",84.2375240463345,9.90485844302284,3,5.71857268836437,95.6703519126361,84.2377367019653,11.4326152106707,0.333333333333331,52501783413.3456,3.31032919944335e-22,2.67400655773274e-10,"MGE"
"IS1247_2","G",84.2375240463345,9.90485844302284,3,5.71857268836437,78.7932424540748,84.2377367019653,-5.44449424789056,0.333333333333331,52501783413.3456,7.50690411075435e-23,-1.27337790459979e-10,"MGE"
"IS200_2","A",40733080258.7308,43254536954.9963,3,24973018554.6397,16253146611.2686,40733080258.7303,-24479933647.4617,0.333333333333332,2118284596578.62,7.5087670032031e-07,-0.0141857307067999,"MGE"
"IS200_2","A",40733080258.7308,43254536954.9963,3,24973018554.6397,15270200987.5976,40733080258.7303,-25462879271.1328,0.333333333333332,2118284517930.71,8.12387397369553e-07,-0.0147553320021964,"MGE"
"IS200_2","A",40733080258.7308,43254536954.9963,3,24973018554.6397,90675893177.3262,40733080258.7303,49942812918.5959,0.333333333333332,2118281560603.58,3.12531757733615e-06,0.0289410627089969,"MGE"
"IS200_2","D",64253643586.9729,51946329970.7245,3,29991227592.0109,112411602970.776,64253643586.9729,48157959383.8031,0.333333333333333,9408166039.5309,0.147948031645351,5.75676637432496,"MGE"
"IS200_2","D",64253643586.9729,51946329970.7245,3,29991227592.0109,71142863849.5146,64253643586.9729,6889220262.54166,0.333333333333333,10253584056.5314,0.00302770236327097,0.823532227282392,"MGE"
"IS200_2","D",64253643586.9729,51946329970.7245,3,29991227592.0109,9206463940.62818,64253643586.9729,-55047179646.3447,0.333333333333333,9127492959.58899,0.193305043242481,-6.58029860160736,"MGE"
"IS200_2","F",61305312719.8817,14092198878.4177,3,8136134815.92823,48256358482.6359,61305312719.8808,-13048954237.2449,0.333333333333332,141273038614.757,6.18545913010879e-05,-0.113427311484608,"MGE"
"IS200_2","F",61305312719.8817,14092198878.4177,3,8136134815.92823,76249033522.7424,61305312719.8808,14943720802.8616,0.333333333333332,141271516551.496,8.11218815967817e-05,0.129897464841046,"MGE"
"IS200_2","F",61305312719.8817,14092198878.4177,3,8136134815.92823,59410546154.267,61305312719.8808,-1894766565.61382,0.333333333333332,141277821826.303,1.30416322877225e-06,-0.0164701533564393,"MGE"
"IS21-ISAs29","A",27157055.4262247,33022797.7220331,2,23350644.2030013,50507699.629226,27157055.3822651,23350644.2469609,0.500000000000003,2118285556652.23,1.82185839562056e-12,1.56246287960115e-05,"MGE"
"IS21-ISAs29","A",27157055.4262247,33022797.7220331,2,23350644.2030013,3806411.22322339,27157055.3822651,-23350644.1590417,0.500000000000003,2118285556652.23,1.82185841933873e-12,-1.56246288977174e-05,"MGE"
"IS21-ISAs29","B",32288543.9632698,16811031.0428257,3,9705853.29793059,49468266.2012876,32288543.9633388,17179722.2379487,0.333333333333335,214081034528.453,4.62410425132059e-11,9.85424727098582e-05,"MGE"
"IS21-ISAs29","B",32288543.9632698,16811031.0428257,3,9705853.29793059,31525152.2009547,32288543.9633388,-763391.762384154,0.333333333333335,214081034533.885,9.13040999100866e-14,-4.37879675037767e-06,"MGE"
"IS21-ISAs29","B",32288543.9632698,16811031.0428257,3,9705853.29793059,15872213.487567,32288543.9633388,-16416330.4757718,0.333333333333335,214081034528.926,4.22228470010223e-11,-9.41636759595472e-05,"MGE"
"IS21-ISAs29","C",6658677.94256737,3462913.55751517,3,1999314.07461179,4194304,6658677.94208241,-2464373.94208241,0.333333333333332,437136169624.442,2.32736430082379e-13,-6.92413926758919e-06,"MGE"
"IS21-ISAs29","C",6658677.94256737,3462913.55751517,3,1999314.07461179,10617935.8902319,6658677.94208241,3959257.94814946,0.333333333333332,437136169624.348,6.0072920589963e-13,1.11243074577847e-05,"MGE"
"IS21-ISAs29","C",6658677.94256737,3462913.55751517,3,1999314.07461179,5163793.93747024,6658677.94208241,-1494884.00461217,0.333333333333332,437136169624.479,8.5637926254315e-14,-4.20016818810735e-06,"MGE"
"IS21-ISAs29","D",30974976.7125157,9629856.72431489,3,5559800.37204073,37750698.4205137,30974976.712523,6775721.70799076,0.333333333333335,10270504558.2865,2.92876253284177e-09,0.000809964695129702,"MGE"
"IS21-ISAs29","D",30974976.7125157,9629856.72431489,3,5559800.37204073,35222647.0798957,30974976.712523,4247670.36737275,0.333333333333335,10270504568.2135,1.150998222183e-09,0.00050776333243844,"MGE"
"IS21-ISAs29","D",30974976.7125157,9629856.72431489,3,5559800.37204073,19951584.6371375,30974976.712523,-11023392.0753855,0.333333333333335,10270504531.3548,7.75181765463903e-09,-0.00131772802756833,"MGE"
