Assay,Sample,Ct,Tm,Efficiency,Flags
AY547,3A-rep2,21.15,81.32,1.76,LowEfficiency
AY547,6A-rep3,23.01,81.25,1.66,LowEfficiency
AY547,7A-rep2,20.23,81.30,1.74,LowEfficiency
AY547,4A-rep1,19.56,81.22,1.72,LowEfficiency
AY547,4A-rep3,19.67,81.31,1.74,LowEfficiency
AY547,5A-rep2,21.30,81.27,1.73,LowEfficiency
AY547,6A-rep1,22.17,81.24,1.67,LowEfficiency
AY547,8A-rep1,18.78,81.42,1.69,LowEfficiency
AY547,8A-rep3,,,,"LowEfficiency, CurveFitFailed"
AY549,1A-rep1,25.18,87.10,1.94,
AY549,1A-rep3,26.74,87.45,1.97,
AY549,2A-rep2,27.57,87.60,1.90,
AY549,3A-rep1,25.26,87.37,1.97,
AY549,6A-rep2,24.19,87.50,1.99,
AY549,7A-rep1,26.25,86.78,1.94,
AY549,3A-rep3,25.30,87.40,1.97,
AY549,4A-rep2,25.62,87.42,1.97,
AY549,5A-rep1,24.18,87.46,1.98,
AY549,5A-rep3,23.20,87.19,1.95,
AY549,7A-rep3,27.43,86.73,1.81,
AY549,8A-rep2,,,,NoAmplification
AY549,1A-rep2,24.99,86.57,1.94,
AY549,2A-rep1,29.18,87.47,1.85,
AY549,2A-rep3,26.35,86.95,1.90,
AY549,3A-rep2,25.01,87.17,1.99,
AY549,6A-rep3,24.40,87.39,1.99,
AY549,7A-rep2,33.00,87.21,1.89,CtIsLarge
AY549,4A-rep1,26.84,87.27,1.97,
AY549,4A-rep3,26.07,87.33,1.91,
AY549,5A-rep2,24.85,87.36,1.94,
AY549,6A-rep1,24.87,87.30,1.99,
AY549,8A-rep1,,,,NoAmplification
AY549,8A-rep3,25.79,86.67,1.89,
AY551,1A-rep1,20.49,82.28,1.89,
AY551,1A-rep3,20.36,82.31,1.92,
AY551,2A-rep2,22.21,82.33,1.92,
AY551,3A-rep1,23.02,82.22,1.95,
AY551,6A-rep2,25.15,82.25,1.87,
AY551,7A-rep1,,,,NoAmplification
AY551,3A-rep3,22.65,82.13,1.92,
AY551,4A-rep2,20.81,82.27,1.91,
AY551,5A-rep1,24.04,82.09,1.84,
AY551,5A-rep3,23.78,82.09,1.95,
AY551,7A-rep3,28.25,82.10,1.88,
AY551,8A-rep2,25.70,82.10,1.81,
AY551,1A-rep2,20.24,82.11,1.89,
AY551,2A-rep1,22.47,82.36,1.93,
AY551,2A-rep3,22.08,82.43,1.96,
AY551,3A-rep2,22.86,82.32,1.95,
AY551,6A-rep3,24.86,82.27,1.90,
AY551,7A-rep2,,,,NoAmplification
AY551,4A-rep1,20.70,82.27,1.90,
AY551,4A-rep3,21.09,82.36,1.91,
AY551,5A-rep2,23.81,82.24,1.85,
AY551,6A-rep1,26.25,82.22,1.85,
AY551,8A-rep1,26.61,82.34,1.57,LowEfficiency
AY551,8A-rep3,25.81,82.62,1.59,LowEfficiency
AY553,1A-rep1,21.96,80.48,1.75,LowEfficiency
AY553,1A-rep3,22.38,80.62,1.89,
AY553,2A-rep2,23.15,80.55,1.96,
AY553,3A-rep1,23.07,80.66,1.97,
AY553,6A-rep2,17.01,80.66,1.94,
AY553,7A-rep1,22.04,80.67,1.91,
AY553,3A-rep3,22.90,80.66,1.97,
AY553,4A-rep2,22.27,80.66,1.95,
AY553,5A-rep1,20.83,80.69,1.89,
AY553,5A-rep3,20.87,80.71,1.92,
AY553,7A-rep3,22.15,80.69,1.95,
AY553,8A-rep2,22.46,80.70,1.89,
AY553,1A-rep2,22.00,80.42,1.92,
AY553,2A-rep1,24.00,80.41,1.93,
AY553,2A-rep3,23.07,80.42,1.95,
AY553,3A-rep2,23.29,80.47,1.88,
AY553,6A-rep3,16.99,80.46,1.97,
AY553,7A-rep2,22.47,80.45,1.93,
AY553,4A-rep1,22.68,80.42,1.95,
AY553,4A-rep3,22.75,80.45,1.92,
AY553,5A-rep2,20.63,80.49,1.94,
AY553,6A-rep1,17.01,80.51,1.96,
AY553,8A-rep1,22.00,80.51,1.93,
AY553,8A-rep3,22.40,80.52,1.91,
AY559,1A-rep1,,,,CurveFitFailed
AY559,1A-rep3,,,,CurveFitFailed
AY559,2A-rep2,,,,NoAmplification
AY559,3A-rep1,,,,NoAmplification
AY559,6A-rep2,,,,NoAmplification
AY559,7A-rep1,,,,NoAmplification
AY559,3A-rep3,,,,NoAmplification
AY559,4A-rep2,34.87,76.53,1.84,CtIsLarge
AY559,5A-rep1,,,,NoAmplification
AY559,5A-rep3,,,,NoAmplification
AY559,7A-rep3,,,,NoAmplification
AY559,8A-rep2,,,,NoAmplification
AY559,1A-rep2,,,,CurveFitFailed
AY559,2A-rep1,,,,NoAmplification
AY559,2A-rep3,,,,NoAmplification
AY559,3A-rep2,,,,NoAmplification
AY559,6A-rep3,,,,"LowEfficiency, CtIsLarge, CurveFitFailed"
AY559,7A-rep2,,,,NoAmplification
AY559,4A-rep1,,,,CurveFitFailed
AY559,4A-rep3,,,,CurveFitFailed
AY559,5A-rep2,,,,NoAmplification
AY559,6A-rep1,,,,NoAmplification
AY559,8A-rep1,,,,"LowEfficiency, CtIsLarge, SaturationBaselineRatioIsLow, CurveFitFailed"
AY559,8A-rep3,,,,NoAmplification
AY561,1A-rep1,26.31,78.76,1.89,
AY561,1A-rep3,28.02,78.79,1.89,
AY561,2A-rep2,,,,NoAmplification
AY561,3A-rep1,,,,NoAmplification
AY561,6A-rep2,,,,NoAmplification
AY561,7A-rep1,26.70,78.86,1.89,
AY561,3A-rep3,27.69,78.83,1.91,
AY561,4A-rep2,,,,CurveFitFailed
AY561,5A-rep1,,,,NoAmplification
AY561,5A-rep3,,,,"CtIsLarge, CurveFitFailed"
AY561,7A-rep3,,,,NoAmplification
AY561,8A-rep2,,,,NoAmplification
AY561,1A-rep2,,,,"LowEfficiency, CtIsSmall, SaturationBaselineRatioIsLow, CurveFitFailed, HighBaseline"
AY561,2A-rep1,,,,CurveFitFailed
AY561,2A-rep3,,,,NoAmplification
AY561,3A-rep2,,,,NoAmplification
AY561,6A-rep3,,,,NoAmplification
AY561,7A-rep2,,,,NoAmplification
AY561,4A-rep1,,,,CurveFitFailed
AY561,4A-rep3,,,,"LowEfficiency, CtIsSmall, SaturationBaselineRatioIsLow, CurveFitFailed"
AY561,5A-rep2,,,,NoAmplification
AY561,6A-rep1,,,,NoAmplification
AY561,8A-rep1,29.11,78.76,1.84,
AY561,8A-rep3,26.84,78.77,1.91,
AY562,1A-rep1,21.05,79.64,1.97,
AY562,1A-rep3,21.52,79.72,1.98,
AY562,2A-rep2,22.06,79.70,1.99,
AY562,3A-rep1,22.97,79.70,2.05,
AY562,6A-rep2,25.19,79.91,1.92,
AY562,7A-rep1,25.85,79.86,1.98,
AY562,3A-rep3,22.39,79.74,2.00,
AY562,4A-rep2,21.73,79.72,2.00,
AY562,5A-rep1,24.51,79.82,2.03,
AY562,5A-rep3,24.31,79.83,1.96,
AY562,7A-rep3,,,,"CtIsLarge, CurveFitFailed"
AY562,8A-rep2,26.29,79.98,1.92,
AY562,1A-rep2,21.31,79.73,1.95,
AY562,2A-rep1,23.83,79.70,2.01,
AY562,2A-rep3,23.67,79.73,2.05,
AY562,3A-rep2,22.48,79.72,1.99,
AY562,6A-rep3,24.49,79.86,1.91,
AY562,7A-rep2,25.47,79.97,1.96,
AY562,4A-rep1,21.74,79.68,2.00,
AY562,4A-rep3,21.97,79.83,1.97,
AY562,5A-rep2,24.39,79.83,1.96,
AY562,6A-rep1,25.38,79.86,1.92,
AY562,8A-rep1,30.69,77.39,1.74,"LowEfficiency, CtIsLarge"
AY562,8A-rep3,25.77,79.91,2.01,
AY563,1A-rep1,28.16,88.29,1.82,MultipleMeltPeaks
AY563,1A-rep3,28.95,79.17,1.67,"LowEfficiency, MultipleMeltPeaks"
AY563,2A-rep2,27.86,79.22,1.69,"LowEfficiency, MultipleMeltPeaks"
AY563,3A-rep1,28.51,87.98,1.71,"LowEfficiency, MultipleMeltPeaks"
AY563,6A-rep2,28.74,88.37,1.62,"LowEfficiency, MultipleMeltPeaks"
AY563,7A-rep1,25.71,88.14,1.79,LowEfficiency
AY563,3A-rep3,26.85,88.57,1.63,LowEfficiency
AY563,4A-rep2,30.06,84.82,1.69,"LowEfficiency, CtIsLarge"
AY563,5A-rep1,29.15,88.92,1.77,"LowEfficiency, MultipleMeltPeaks"
AY563,5A-rep3,27.49,86.14,1.73,LowEfficiency
AY563,7A-rep3,26.80,89.22,1.96,
AY563,8A-rep2,26.98,84.82,1.65,"LowEfficiency, MultipleMeltPeaks"
AY563,1A-rep2,28.87,89.18,1.65,"LowEfficiency, MultipleMeltPeaks"
AY563,2A-rep1,29.26,88.12,1.89,
AY563,2A-rep3,27.91,89.09,1.85,
AY563,3A-rep2,26.60,89.95,1.80,LowEfficiency
AY563,6A-rep3,27.82,87.92,1.67,"LowEfficiency, MultipleMeltPeaks"
AY563,7A-rep2,27.46,89.86,1.80,"LowEfficiency, MultipleMeltPeaks"
AY563,4A-rep1,27.03,78.73,1.70,"LowEfficiency, MultipleMeltPeaks"
AY563,4A-rep3,28.65,79.12,1.72,"LowEfficiency, MultipleMeltPeaks"
AY563,5A-rep2,26.92,88.47,1.75,LowEfficiency
AY563,6A-rep1,27.37,79.19,1.64,"LowEfficiency, MultipleMeltPeaks"
AY563,8A-rep1,25.83,89.23,1.71,LowEfficiency
AY563,8A-rep3,26.16,89.58,1.77,LowEfficiency
AY566,1A-rep1,26.92,85.54,1.76,LowEfficiency
AY566,1A-rep3,25.90,85.49,1.74,LowEfficiency
AY566,2A-rep2,27.34,85.52,1.78,LowEfficiency
AY566,3A-rep1,28.29,85.69,1.76,LowEfficiency
AY566,6A-rep2,21.87,85.58,1.82,
AY566,7A-rep1,29.26,85.09,1.76,LowEfficiency
AY566,3A-rep3,28.21,85.53,1.75,LowEfficiency
AY566,4A-rep2,25.91,85.49,1.71,LowEfficiency
AY566,5A-rep1,,,,CurveFitFailed
AY566,5A-rep3,32.99,89.51,1.77,"LowEfficiency, CtIsLarge"
AY566,7A-rep3,34.48,90.43,1.97,CtIsLarge
AY566,8A-rep2,,,,"CtIsLarge, SaturationBaselineRatioIsLow, CurveFitFailed"
AY566,1A-rep2,27.62,85.51,1.76,LowEfficiency
AY566,2A-rep1,29.98,85.48,1.73,"LowEfficiency, CtIsLarge"
AY566,2A-rep3,26.30,85.51,1.78,LowEfficiency
AY566,3A-rep2,31.50,85.98,1.80,"LowEfficiency, CtIsLarge, MultipleMeltPeaks"
AY566,6A-rep3,22.14,85.66,1.77,LowEfficiency
AY566,7A-rep2,28.62,85.54,1.81,MultipleMeltPeaks
AY566,4A-rep1,27.28,85.60,1.75,LowEfficiency
AY566,4A-rep3,26.82,85.56,1.82,
AY566,5A-rep2,,,,"CtIsLarge, CurveFitFailed"
AY566,6A-rep1,21.79,85.67,1.80,LowEfficiency
AY566,8A-rep1,26.10,85.63,1.75,LowEfficiency
AY566,8A-rep3,26.91,85.81,1.82,
AY568,1A-rep1,23.88,79.69,1.99,
AY568,1A-rep3,23.96,79.71,1.97,
AY568,2A-rep2,24.71,79.70,1.98,
AY568,3A-rep1,25.53,79.73,1.96,
AY568,6A-rep2,21.11,79.73,1.96,
AY568,7A-rep1,22.22,79.75,1.98,
AY568,3A-rep3,24.39,79.75,1.92,
AY568,4A-rep2,25.95,79.72,1.94,
AY568,5A-rep1,32.29,79.87,1.92,CtIsLarge
AY568,5A-rep3,25.09,79.82,1.96,
AY568,7A-rep3,22.67,79.85,2.00,
AY568,8A-rep2,22.58,79.83,1.96,
AY568,1A-rep2,24.32,79.65,1.88,
AY568,2A-rep1,25.06,79.64,1.96,
AY568,2A-rep3,27.58,79.63,1.96,
AY568,3A-rep2,24.01,79.45,1.94,
AY568,6A-rep3,21.15,79.66,1.91,
AY568,7A-rep2,22.32,79.70,2.00,
AY568,4A-rep1,24.30,79.69,1.86,
AY568,4A-rep3,24.20,79.69,1.93,
AY568,5A-rep2,24.06,79.70,1.98,
AY568,6A-rep1,21.20,79.70,1.95,
AY568,8A-rep1,23.01,79.72,1.98,
AY568,8A-rep3,23.74,79.70,1.89,
AY571,1A-rep1,30.35,90.69,1.93,"CtIsLarge, MultipleMeltPeaks"
AY571,1A-rep3,29.82,88.77,1.59,"LowEfficiency, CtIsLarge"
AY571,2A-rep2,30.62,90.93,1.83,CtIsLarge
AY571,3A-rep1,28.09,91.14,1.83,
AY571,6A-rep2,26.56,88.00,1.77,LowEfficiency
AY571,7A-rep1,26.86,88.79,1.99,
AY571,3A-rep3,28.09,90.72,1.78,LowEfficiency
AY571,4A-rep2,29.24,87.31,1.83,
AY571,5A-rep1,27.16,91.16,1.88,
AY571,5A-rep3,28.10,91.12,1.81,
AY571,7A-rep3,27.83,91.11,1.71,LowEfficiency
AY571,8A-rep2,29.45,88.97,1.90,MultipleMeltPeaks
AY571,1A-rep2,29.64,89.22,1.81,CtIsLarge
AY571,2A-rep1,29.14,88.27,1.72,"LowEfficiency, MultipleMeltPeaks"
AY571,2A-rep3,32.94,81.54,1.89,"CtIsLarge, MultipleMeltPeaks"
AY571,3A-rep2,27.29,91.24,1.75,"LowEfficiency, MultipleMeltPeaks"
AY571,6A-rep3,27.65,88.30,1.90,
AY571,7A-rep2,27.39,90.01,1.68,LowEfficiency
AY571,4A-rep1,32.89,91.53,1.85,CtIsLarge
AY571,4A-rep3,,,,"LowEfficiency, CurveFitFailed"
AY571,5A-rep2,26.76,91.42,2.00,
AY571,6A-rep1,27.56,88.71,1.90,MultipleMeltPeaks
AY571,8A-rep1,31.41,87.53,1.88,"CtIsLarge, MultipleMeltPeaks"
AY571,8A-rep3,27.07,91.63,1.98,
AY572,1A-rep1,19.99,86.56,1.98,
AY572,1A-rep3,19.75,86.39,2.02,
AY572,2A-rep2,21.04,86.32,1.99,
AY572,3A-rep1,20.17,86.75,2.04,
AY572,6A-rep2,19.69,86.68,1.99,
AY572,7A-rep1,20.58,86.69,1.95,
AY572,3A-rep3,20.07,86.80,2.00,
AY572,4A-rep2,20.70,86.57,2.00,
AY572,5A-rep1,20.51,86.69,1.99,
AY572,5A-rep3,20.60,86.82,2.02,
AY572,7A-rep3,20.77,86.98,1.99,
AY572,8A-rep2,19.19,86.75,2.04,
AY572,1A-rep2,19.93,86.35,2.01,
AY572,2A-rep1,21.09,86.34,1.97,
AY572,2A-rep3,20.90,86.46,1.98,
AY572,3A-rep2,20.24,86.76,1.95,
AY572,6A-rep3,19.93,86.72,2.00,
AY572,7A-rep2,20.61,86.75,1.96,
AY572,4A-rep1,20.51,86.64,1.95,
AY572,4A-rep3,20.73,86.57,2.05,
AY572,5A-rep2,20.83,86.81,1.95,
AY572,6A-rep1,19.71,86.72,1.98,
AY572,8A-rep1,19.20,86.75,2.07,
AY572,8A-rep3,19.25,86.79,2.08,
AY574,1A-rep1,19.86,79.93,1.96,
AY574,1A-rep3,19.82,79.95,2.00,
AY574,2A-rep2,21.11,79.94,1.96,
AY574,3A-rep1,23.25,79.86,1.98,
AY574,6A-rep2,22.29,79.88,1.91,
AY574,7A-rep1,22.14,79.99,1.95,
AY574,3A-rep3,22.40,79.87,1.96,
AY574,4A-rep2,20.40,79.95,1.99,
AY574,5A-rep1,23.27,79.84,1.91,
AY574,5A-rep3,23.67,79.87,1.97,
AY574,7A-rep3,21.95,79.97,1.97,
AY574,8A-rep2,20.59,79.98,1.91,
AY574,1A-rep2,19.86,80.02,1.99,
AY574,2A-rep1,21.22,80.04,1.92,
AY574,2A-rep3,21.03,80.04,1.95,
AY574,3A-rep2,23.37,79.96,1.94,
AY574,6A-rep3,23.53,80.03,1.95,
AY574,7A-rep2,22.46,80.05,1.98,
AY574,4A-rep1,20.34,80.07,1.92,
AY574,4A-rep3,20.44,80.08,1.92,
AY574,5A-rep2,23.02,80.00,1.92,
AY574,6A-rep1,23.66,80.05,1.95,
AY574,8A-rep1,21.37,80.07,1.91,
AY574,8A-rep3,21.23,80.11,1.93,
AY576,1A-rep1,22.30,79.63,1.89,
AY576,1A-rep3,22.60,79.63,1.94,
AY576,2A-rep2,23.35,79.68,1.94,
AY576,3A-rep1,22.41,79.81,1.95,
AY576,6A-rep2,25.33,79.67,1.89,
AY576,7A-rep1,27.46,79.71,1.90,
AY576,3A-rep3,22.14,79.81,1.96,
AY576,4A-rep2,22.67,79.72,1.96,
AY576,5A-rep1,24.37,79.83,1.92,
AY576,5A-rep3,24.02,79.83,1.95,
AY576,7A-rep3,28.99,79.81,1.88,
AY576,8A-rep2,26.37,79.71,1.93,
AY576,1A-rep2,21.92,79.55,1.93,
AY576,2A-rep1,23.71,79.65,1.95,
AY576,2A-rep3,23.22,79.62,1.94,
AY576,3A-rep2,22.18,79.69,1.97,
AY576,6A-rep3,25.37,79.54,1.88,
AY576,7A-rep2,27.97,79.63,1.89,
AY576,4A-rep1,22.21,79.68,1.91,
AY576,4A-rep3,23.16,79.64,1.90,
AY576,5A-rep2,22.96,79.52,1.89,
AY576,6A-rep1,24.70,79.65,1.89,
AY576,8A-rep1,26.95,79.72,1.92,
AY576,8A-rep3,25.28,79.69,1.94,
AY577,1A-rep1,23.15,90.85,1.90,
AY577,1A-rep3,22.87,91.14,1.94,
AY577,2A-rep2,24.66,91.15,1.91,
AY577,3A-rep1,23.68,91.15,1.96,
AY577,6A-rep2,23.32,91.15,1.92,
AY577,7A-rep1,22.91,91.17,1.91,
AY577,3A-rep3,24.35,91.17,1.88,
AY577,4A-rep2,23.06,91.18,1.95,
AY577,5A-rep1,24.15,91.16,1.88,
AY577,5A-rep3,24.14,91.18,1.90,
AY577,7A-rep3,22.51,91.15,1.92,
AY577,8A-rep2,21.88,91.15,1.90,
AY577,1A-rep2,23.14,91.19,1.87,
AY577,2A-rep1,24.63,91.21,1.84,
AY577,2A-rep3,24.12,91.22,1.87,
AY577,3A-rep2,24.80,91.50,1.88,
AY577,6A-rep3,24.30,91.48,1.79,LowEfficiency
AY577,7A-rep2,22.99,91.50,1.90,
AY577,4A-rep1,23.06,91.51,1.94,
AY577,4A-rep3,24.16,91.50,1.85,
AY577,5A-rep2,24.70,91.50,1.84,
AY577,6A-rep1,23.79,91.64,1.87,
AY577,8A-rep1,22.52,91.61,1.86,
AY577,8A-rep3,22.41,91.67,1.70,LowEfficiency
AY580,1A-rep1,,,,CurveFitFailed
AY580,1A-rep3,27.31,81.31,1.92,
AY580,2A-rep2,,,,CurveFitFailed
AY580,3A-rep1,,,,NoAmplification
AY580,6A-rep2,26.65,81.41,1.94,
AY580,7A-rep1,29.80,78.25,1.78,"LowEfficiency, CtIsLarge"
AY580,3A-rep3,,,,NoAmplification
AY580,4A-rep2,,,,CurveFitFailed
AY580,5A-rep1,,,,NoAmplification
AY580,5A-rep3,,,,NoAmplification
AY580,7A-rep3,27.30,81.29,1.97,
AY580,8A-rep2,,,,NoAmplification
AY580,1A-rep2,,,,CurveFitFailed
AY580,2A-rep1,,,,NoAmplification
AY580,2A-rep3,,,,NoAmplification
AY580,3A-rep2,,,,NoAmplification
AY580,6A-rep3,,,,NoAmplification
AY580,7A-rep2,,,,"CtIsLarge, CurveFitFailed"
AY580,4A-rep1,,,,CurveFitFailed
AY580,4A-rep3,,,,"CtIsLarge, CurveFitFailed"
AY580,5A-rep2,,,,NoAmplification
AY580,6A-rep1,,,,NoAmplification
AY580,8A-rep1,,,,NoAmplification
AY580,8A-rep3,,,,NoAmplification
AY581,1A-rep1,29.03,82.04,1.82,
AY581,1A-rep3,,,,CurveFitFailed
AY581,2A-rep2,,,,NoAmplification
AY581,3A-rep1,,,,NoAmplification
AY581,6A-rep2,28.26,82.11,1.83,
AY581,7A-rep1,,,,NoAmplification
AY581,3A-rep3,28.14,82.08,1.84,
AY581,4A-rep2,30.65,82.01,1.82,CtIsLarge
AY581,5A-rep1,,,,NoAmplification
AY581,5A-rep3,,,,NoAmplification
AY581,7A-rep3,27.98,82.04,1.80,
AY581,8A-rep2,28.38,82.05,1.82,
AY581,1A-rep2,27.41,82.08,1.80,
AY581,2A-rep1,,,,NoAmplification
AY581,2A-rep3,,,,NoAmplification
AY581,3A-rep2,,,,NoAmplification
AY581,6A-rep3,27.84,82.11,1.83,
AY581,7A-rep2,28.16,82.11,1.85,
AY581,4A-rep1,29.63,82.05,1.82,CtIsLarge
AY581,4A-rep3,,,,CurveFitFailed
AY581,5A-rep2,,,,NoAmplification
AY581,6A-rep1,,,,NoAmplification
AY581,8A-rep1,,,,NoAmplification
AY581,8A-rep3,,,,NoAmplification
AY586,1A-rep1,31.47,88.60,1.68,"LowEfficiency, CtIsLarge"
AY586,1A-rep3,30.95,89.63,1.71,"LowEfficiency, CtIsLarge"
AY586,2A-rep2,26.94,89.63,1.93,
AY586,3A-rep1,23.50,89.84,2.01,
AY586,6A-rep2,26.86,82.24,1.81,
AY586,7A-rep1,28.19,89.82,1.72,LowEfficiency
AY586,3A-rep3,29.33,89.87,1.76,LowEfficiency
AY586,4A-rep2,32.86,88.38,1.70,"LowEfficiency, CtIsLarge"
AY586,5A-rep1,32.29,88.03,1.83,CtIsLarge
AY586,5A-rep3,31.67,89.90,1.59,"LowEfficiency, CtIsLarge"
AY586,7A-rep3,29.68,88.11,1.72,"LowEfficiency, CtIsLarge"
AY586,8A-rep2,29.55,88.28,1.61,"LowEfficiency, CtIsLarge, MultipleMeltPeaks"
AY586,1A-rep2,,,,"CtIsLarge, CurveFitFailed"
AY586,2A-rep1,,,,NoAmplification
AY586,2A-rep3,33.28,88.01,1.83,CtIsLarge
AY586,3A-rep2,31.30,88.03,1.76,"LowEfficiency, CtIsLarge"
AY586,6A-rep3,26.09,82.23,1.85,
AY586,7A-rep2,30.39,88.03,1.60,"LowEfficiency, CtIsLarge"
AY586,4A-rep1,,,,CurveFitFailed
AY586,4A-rep3,,,,"CtIsLarge, CurveFitFailed"
AY586,5A-rep2,31.57,91.48,1.51,"LowEfficiency, CtIsLarge"
AY586,6A-rep1,34.90,88.00,1.79,"LowEfficiency, CtIsLarge"
AY586,8A-rep1,33.39,85.20,1.76,"LowEfficiency, CtIsLarge"
AY586,8A-rep3,33.81,88.70,1.79,"LowEfficiency, CtIsLarge"
AY590,1A-rep1,,,,CurveFitFailed
AY590,1A-rep3,,,,"LowEfficiency, CtIsSmall, SaturationBaselineRatioIsLow, CurveFitFailed, HighBaseline"
AY590,2A-rep2,,,,NoAmplification
AY590,3A-rep1,,,,NoAmplification
AY590,6A-rep2,,,,NoAmplification
AY590,7A-rep1,,,,NoAmplification
AY590,3A-rep3,,,,NoAmplification
AY590,4A-rep2,,,,CurveFitFailed
AY590,5A-rep1,,,,NoAmplification
AY590,5A-rep3,,,,NoAmplification
AY590,7A-rep3,,,,NoAmplification
AY590,8A-rep2,,,,NoAmplification
AY590,1A-rep2,,,,CurveFitFailed
AY590,2A-rep1,,,,CurveFitFailed
AY590,2A-rep3,,,,NoAmplification
AY590,3A-rep2,,,,NoAmplification
AY590,6A-rep3,,,,NoAmplification
AY590,7A-rep2,,,,NoAmplification
AY590,4A-rep1,,,,CurveFitFailed
AY590,4A-rep3,,,,CurveFitFailed
AY590,5A-rep2,,,,NoAmplification
AY590,6A-rep1,,,,NoAmplification
AY590,8A-rep1,,,,NoAmplification
AY590,8A-rep3,,,,NoAmplification
AY593,1A-rep1,,,,CurveFitFailed
AY593,1A-rep3,,,,CurveFitFailed
AY593,2A-rep2,,,,CurveFitFailed
AY593,3A-rep1,,,,NoAmplification
AY593,6A-rep2,27.54,77.85,2.03,
AY593,7A-rep1,33.90,74.39,1.78,"LowEfficiency, CtIsLarge"
AY593,3A-rep3,,,,NoAmplification
AY593,4A-rep2,,,,"LowEfficiency, CtIsLarge, CurveFitFailed"
AY593,5A-rep1,,,,NoAmplification
AY593,5A-rep3,,,,NoAmplification
AY593,7A-rep3,,,,NoAmplification
AY593,8A-rep2,26.47,77.91,1.92,
AY593,1A-rep2,,,,CurveFitFailed
AY593,2A-rep1,26.97,77.60,2.03,
AY593,2A-rep3,,,,NoAmplification
AY593,3A-rep2,,,,NoAmplification
AY593,6A-rep3,,,,NoAmplification
AY593,7A-rep2,,,,NoAmplification
AY593,4A-rep1,31.29,75.08,1.65,"LowEfficiency, CtIsLarge"
AY593,4A-rep3,,,,CurveFitFailed
AY593,5A-rep2,,,,NoAmplification
AY593,6A-rep1,,,,NoAmplification
AY593,8A-rep1,,,,NoAmplification
AY593,8A-rep3,,,,NoAmplification
AY595,1A-rep1,30.71,90.36,1.55,"LowEfficiency, CtIsLarge, MultipleMeltPeaks"
AY595,1A-rep3,26.01,84.83,1.76,LowEfficiency
AY595,2A-rep2,29.28,91.04,1.90,
AY595,3A-rep1,27.96,90.57,1.66,"LowEfficiency, MultipleMeltPeaks"
AY595,6A-rep2,29.53,86.97,1.61,"LowEfficiency, CtIsLarge, MultipleMeltPeaks"
AY595,7A-rep1,26.37,90.88,1.79,"LowEfficiency, MultipleMeltPeaks"
AY595,3A-rep3,28.17,90.67,1.63,"LowEfficiency, MultipleMeltPeaks"
AY595,4A-rep2,28.12,90.81,1.68,LowEfficiency
AY595,5A-rep1,26.94,90.62,1.73,LowEfficiency
AY595,5A-rep3,27.35,90.53,1.71,LowEfficiency
AY595,7A-rep3,27.66,89.35,1.60,"LowEfficiency, MultipleMeltPeaks"
AY595,8A-rep2,28.06,89.34,1.84,
AY595,1A-rep2,29.01,91.13,1.74,LowEfficiency
AY595,2A-rep1,,,,"LowEfficiency, CtIsLarge, CurveFitFailed"
AY595,2A-rep3,28.10,91.78,1.75,LowEfficiency
AY595,3A-rep2,27.62,88.90,1.83,MultipleMeltPeaks
AY595,6A-rep3,29.70,85.33,1.81,"CtIsLarge, MultipleMeltPeaks"
AY595,7A-rep2,28.08,91.40,1.63,"LowEfficiency, MultipleMeltPeaks"
AY595,4A-rep1,28.87,91.58,1.74,LowEfficiency
AY595,4A-rep3,,,,"LowEfficiency, CtIsLarge, CurveFitFailed"
AY595,5A-rep2,26.44,91.14,1.91,
AY595,6A-rep1,30.14,86.94,1.74,"LowEfficiency, CtIsLarge, MultipleMeltPeaks"
AY595,8A-rep1,28.56,88.89,1.71,LowEfficiency
AY595,8A-rep3,,,,"LowEfficiency, CurveFitFailed"
AY596,1A-rep1,,,,CurveFitFailed
AY596,1A-rep3,,,,CurveFitFailed
AY596,2A-rep2,,,,"CtIsLarge, CurveFitFailed"
AY596,3A-rep1,29.09,89.56,1.97,
AY596,6A-rep2,,,,"LowEfficiency, CtIsLarge, CurveFitFailed"
AY596,7A-rep1,29.84,89.85,1.84,CtIsLarge
AY596,3A-rep3,,,,"CtIsLarge, CurveFitFailed"
AY596,4A-rep2,,,,"CtIsLarge, CurveFitFailed"
AY596,5A-rep1,,,,CurveFitFailed
AY596,5A-rep3,33.82,86.64,1.82,CtIsLarge
AY596,7A-rep3,31.54,89.77,1.81,CtIsLarge
AY596,8A-rep2,32.62,89.63,1.80,CtIsLarge
AY596,1A-rep2,32.48,89.82,1.81,CtIsLarge
AY596,2A-rep1,33.02,87.87,1.86,CtIsLarge
AY596,2A-rep3,33.93,87.84,1.92,CtIsLarge
AY596,3A-rep2,34.42,87.39,2.02,CtIsLarge
AY596,6A-rep3,,,,CurveFitFailed
AY596,7A-rep2,31.32,89.85,1.78,"LowEfficiency, CtIsLarge"
AY596,4A-rep1,,,,NoAmplification
AY596,4A-rep3,32.98,89.82,1.86,CtIsLarge
AY596,5A-rep2,32.08,83.16,1.81,CtIsLarge
AY596,6A-rep1,,,,NoAmplification
AY596,8A-rep1,,,,"CtIsLarge, CurveFitFailed"
AY596,8A-rep3,30.81,89.84,1.83,CtIsLarge
AY597,1A-rep1,,,,CurveFitFailed
AY597,1A-rep3,,,,CurveFitFailed
AY597,2A-rep2,,,,NoAmplification
